panel_id,voltage,current,panel_temp,dust_index,efficiency,temperature,humidity,cloudcover,precip,wind_speed,GHI (kWh/m²/day),DNI (kWh/m²/day),DHI (% of GHI),Snowfall (mm/year),Quarter1-Cloud cover,Quarter1-Sunshine duration,Quarter1-Ambient temperature,Quarter1-Relative humidity,Quarter1-Precipitation,Quarter2-Cloud cover,Quarter2-Sunshine duration,Quarter2-Ambient temperature,Quarter2-Relative humidity,Quarter2-Precipitation,Quarter3-Cloud cover,Quarter3-Sunshine duration,Quarter3-Ambient temperature,Quarter3-Relative humidity,Quarter3-Precipitation,Quarter4-Cloud cover,Quarter4-Sunshine duration,Quarter4-Ambient temperature,Quarter4-Relative humidity,Quarter4-Precipitation,YearlyCloud cover,Sunshine duration,Ambient temperature,Relative humidity,Precipitation,Label (Yes/No),irradiance
4,39.15359614278171,7.094202786628852,39.71374268989948,0.7023514608651067,0.5513973789416474,27,20,0,0.0,6,5.894,5.048,17.97,47.1,13.73,6.28,17.23,29.36,189.07,43.97,7.41,33.7,67.75,359.59,43.5,8.18,16.45,48.44,209.51,44.0,11.98,25.16,37.26,69.71,36.3,8.46,23.14,45.7,827.88,Yes,795.0267412247783
18,36.33259498187201,6.220561074576569,42.944133022233416,0.8540154152059414,0.16493128434756477,22,13,64,0.0,8,4.636,4.905,19.72,4.6,15.6,7.66,34.43,36.57,180.77,17.84,9.66,20.61,30.35,193.71,10.22,6.05,19.38,21.84,40.51,23.55,10.82,26.44,45.63,110.06,16.8,8.55,25.22,33.6,525.05,Yes,206.47741680162582
8,38.30396887320729,7.466995918173666,44.866268494135376,0.9585531853126268,0.45042705646306297,25,26,0,0.0,8,1.663,2.775,58.57,491.6,76.58,3.09,9.28,99.91,477.84,72.65,0.02,12.46,72.14,653.93,78.05,3.43,9.33,94.45,376.23,66.68,3.96,40.4,77.04,577.91,73.49,2.62,17.87,85.88,2085.91,No,624.081625413373
4,36.39963593435038,7.233647390734984,41.71050755712629,0.4898864402897694,0.5760734008828756,26,45,0,0.0,13,5.699,4.142,15.35,39.2,37.89,7.16,27.83,32.99,332.28,45.83,7.78,19.6,40.57,90.2,36.9,10.96,28.46,61.22,148.87,16.25,10.43,22.21,53.56,101.49,34.22,9.08,24.52,47.08,672.84,Yes,656.0523352119355
2,39.03867726860825,7.9212115999197,50.20321221399834,0.5615757366260343,0.0596738552529516,17,46,100,0.0,4,3.011,1.665,50.64,287.6,86.15,4.96,11.14,84.53,472.79,60.08,0.0,43.18,83.23,379.9,50.45,1.73,-4.3,81.24,398.6,51.96,4.02,40.34,82.28,688.79,62.16,2.68,22.59,82.82,1940.08,No,66.54760398918974
6,36.566751908053334,7.363154785729611,46.736949208542775,0.4156415666478302,0.9858996942995494,17,50,6,0.0,4,5.699,4.142,15.35,39.2,37.89,7.16,27.83,32.99,332.28,45.83,7.78,19.6,40.57,90.2,36.9,10.96,28.46,61.22,148.87,16.25,10.43,22.21,53.56,101.49,34.22,9.08,24.52,47.08,672.84,Yes,1114.6344880781364
10,34.70625426067129,8.74101695133645,47.03042554937215,0.0719819370564287,0.7600536016172391,27,32,0,0.0,8,5.509,5.717,18.94,77.4,48.97,7.63,29.06,66.42,257.36,37.24,7.34,25.7,48.13,262.55,49.87,6.2,16.3,23.9,278.62,15.45,9.73,21.49,42.87,80.87,37.88,7.72,23.14,45.33,879.4,Yes,930.1593880333374
4,41.81730416134064,7.7118497375774835,38.66730585527514,0.4228034724488184,0.8571712315678958,26,65,25,0.0,19,4.265,4.887,19.13,67.6,36.33,6.42,22.91,29.09,58.8,43.09,6.25,23.38,28.41,329.75,32.28,7.39,25.05,56.57,359.29,18.82,11.32,33.69,65.82,238.28,32.63,7.84,26.26,44.97,986.12,Yes,930.1039521485471
18,37.66711136683968,8.150474498773901,50.8364535869189,0.7906273393830772,0.6838049331784217,30,35,0,0.0,18,2.524,1.783,55.37,290.6,99.35,3.31,-3.53,84.75,644.27,51.3,2.48,2.78,89.29,734.0,81.23,4.17,14.83,86.89,578.95,87.98,5.14,28.14,99.39,685.61,79.96,3.78,10.56,90.08,2642.83,No,1073.7928205131786
12,36.72123326301324,8.157634558440943,30.899155888796543,0.8048854979915286,0.532530373698695,26,32,0,0.0,10,2.459,1.865,26.55,163.8,97.88,4.37,21.39,98.25,607.17,86.28,1.7,24.45,74.3,526.68,51.66,1.3,-1.26,81.63,691.14,68.9,4.99,27.82,85.29,463.83,76.18,3.09,18.1,84.87,2288.82,No,717.4799745733021
2,31.17108675038499,8.194955092412187,49.170277259246845,0.8923771145932997,0.8105461432204888,25,47,0,0.0,12,6.106,4.758,19.29,47.1,16.29,6.19,33.94,32.04,89.98,13.34,11.57,26.59,53.35,341.84,23.82,9.73,15.78,29.34,311.72,40.67,8.1,22.54,46.68,0.09,23.53,8.9,24.71,40.35,743.63,Yes,1106.24908202774
10,31.135077147609387,7.975870889545027,49.671558688353855,0.051466705175969,0.07805737217249546,26,65,25,0.0,19,5.942,4.929,15.39,36.3,34.43,6.72,33.48,23.88,348.75,38.29,7.98,22.82,57.04,225.55,36.87,8.33,24.76,69.49,80.22,26.71,7.75,30.3,58.2,109.67,34.08,7.7,27.84,52.15,764.19,Yes,87.6075770314003
4,35.87814644642556,8.510600690410314,42.83799406361019,0.5271545895806339,0.2172687547476394,25,47,0,0.0,12,2.334,2.6,52.72,366.0,94.65,2.4,13.66,70.95,548.52,86.2,1.81,18.14,76.58,664.8,53.03,4.23,13.95,71.25,695.05,74.39,3.6,31.6,89.65,649.07,77.07,3.01,19.34,77.11,2557.44,No,235.17943490297424
14,35.436563593304726,7.204344866174193,51.36455108623712,0.1074244879370762,0.04560670380725367,30,35,0,0.0,18,3.92,3.331,54.73,133.0,69.2,1.98,23.25,75.5,586.27,82.72,0.79,1.59,71.06,660.33,66.55,1.35,33.9,74.3,535.19,87.24,3.44,22.7,74.72,442.85,76.43,1.89,20.36,73.9,2224.64,No,54.27274669264568
16,33.15763230497505,9.399417926653882,44.68451223522827,0.2007421831657433,0.3449555532444174,17,83,0,0.0,4,2.479,2.844,46.44,159.8,70.87,2.01,12.52,72.74,434.94,58.09,2.24,39.72,76.18,531.07,65.58,4.72,-2.49,75.9,453.99,99.65,3.42,1.95,78.17,437.93,73.55,3.1,12.92,75.75,1857.93,No,390.3963969159172
15,35.42294809883618,7.763462616631465,45.31215851663721,0.9002165023806065,0.21620362680003946,22,13,64,0.0,8,5.66,5.066,23.89,84.5,31.02,10.15,32.67,44.79,117.47,40.15,7.32,22.77,63.29,271.66,26.15,7.29,22.12,34.21,66.03,39.73,7.51,24.08,39.29,368.28,34.26,8.07,25.41,45.4,823.44,Yes,257.4598366903129
8,39.765880784130786,6.688450862101318,46.69764393702109,0.4967912584296958,0.2777268965398925,14,52,7,0.0,4,5.438,5.127,20.64,15.7,44.25,11.46,23.99,34.02,52.81,37.35,7.87,33.19,53.55,242.13,32.38,6.27,33.64,51.4,372.77,31.49,10.26,16.12,51.59,286.74,36.37,8.96,26.74,47.64,954.45,Yes,309.66351506036995
14,37.0862074236509,8.188073356991772,60.93287455905527,0.7585449208966136,0.5603092571791143,26,51,0,0.0,14,6.068,5.922,17.82,1.4,14.73,11.26,31.73,34.76,106.95,41.71,11.63,30.58,50.28,91.0,31.03,7.4,31.16,39.35,312.64,25.26,10.94,21.67,42.01,230.81,28.18,10.31,28.78,41.6,741.4,Yes,994.4850109823152
8,31.576974470741785,7.148819517552515,51.722169540415024,0.0643841059286808,0.11243482172419933,19,35,100,0.0,4,2.891,2.732,54.66,224.4,94.2,2.42,29.73,72.6,450.06,88.06,0.07,43.43,75.72,712.99,75.8,3.39,-0.79,80.96,433.58,76.3,3.3,30.48,96.35,550.57,83.59,2.3,25.71,81.41,2147.2,No,128.43119760969216
16,34.66547351857117,8.665334534508876,48.50565600356459,0.416826503924852,0.27087333051467044,23,47,0,0.0,7,2.323,2.096,27.75,302.4,76.86,2.02,43.79,86.71,708.38,78.5,1.14,43.73,96.56,551.73,62.15,1.34,35.3,72.07,614.27,82.01,1.09,30.25,91.16,506.26,74.88,1.4,38.27,86.62,2380.64,No,337.12141162485693
13,32.58510055744232,10.209605576042378,40.435977566994026,0.6742402806643377,0.5710117912502409,29,26,0,0.0,8,3.36,2.068,32.17,381.2,76.07,1.4,19.2,83.79,634.29,50.13,3.52,25.28,92.37,708.46,72.01,2.06,0.12,80.11,400.68,90.14,4.84,15.86,77.79,419.26,72.09,2.96,15.12,83.52,2162.69,No,651.2352997898981
18,33.83690025077431,7.21342790844215,45.71794912739746,0.1334064812782133,0.15694942724110408,23,36,0,0.0,8,6.3,5.067,17.93,64.0,26.63,9.57,23.4,27.65,176.04,37.64,10.8,24.87,28.26,155.51,41.45,8.48,28.93,45.36,90.46,41.85,6.51,25.5,30.44,25.15,36.89,8.84,25.67,32.93,447.16,Yes,169.10906996971516
15,33.759153003111074,8.332372333223985,40.93437953076807,0.3258178791056831,0.8437300382680664,0,74,9,0.0,16,4.471,5.251,22.93,15.0,36.39,7.94,21.82,53.1,175.12,42.48,6.94,30.8,23.21,72.77,36.25,11.13,20.05,36.36,201.42,18.46,10.87,30.47,27.26,173.94,33.4,9.22,25.78,34.98,623.25,Yes,901.9902851598422
13,33.567063252187985,6.244494411295372,49.11055423641407,0.0645478050238832,0.02184624917899803,19,35,100,0.0,4,6.361,4.048,24.65,14.9,42.78,7.66,22.01,30.84,219.57,23.92,9.94,15.31,23.22,37.37,26.76,10.89,32.76,32.24,215.39,40.73,7.73,23.18,46.2,50.58,33.55,9.06,23.32,33.12,522.91,Yes,26.838231724717502
9,31.234593884079818,8.453905229441347,45.702334878674286,0.6513399408695104,0.8419542815805123,26,89,25,0.2,10,2.789,2.138,58.2,347.7,61.51,2.3,31.06,78.93,704.85,58.28,1.59,2.24,73.13,487.62,99.96,0.57,5.65,78.15,607.17,87.27,4.51,-4.57,89.56,611.53,76.76,2.24,8.59,79.94,2411.17,No,977.0180672345119
15,34.61703595544543,7.11428620020031,39.377391601930526,0.9708912590581186,0.5805055553711221,27,43,0,0.0,14,1.611,2.473,44.44,490.0,90.92,4.93,6.41,72.62,601.15,76.06,3.1,0.45,84.82,431.38,71.11,0.37,37.84,70.4,727.25,93.14,4.52,44.13,71.61,615.6,82.81,3.23,22.21,74.86,2375.38,No,926.6937231559889
